,Region Code,Region,Year,Series,Percentage,Footnotes,Source,ISO
1177,642,Romania,2015,Percentage of individuals using the internet,55.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ROU
1178,642,Romania,2019,Percentage of individuals using the internet,73.7,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ROU
1179,642,Romania,2020,Percentage of individuals using the internet,78.5,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ROU
1180,642,Romania,2021,Percentage of individuals using the internet,83.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ROU
1181,643,Russian Federation,2000,Percentage of individuals using the internet,2.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RUS
1182,643,Russian Federation,2005,Percentage of individuals using the internet,15.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RUS
1183,643,Russian Federation,2010,Percentage of individuals using the internet,49.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RUS
1184,643,Russian Federation,2015,Percentage of individuals using the internet,70.1,Break in the time series.;Users in the last 3 months.;Population aged 15 to 72 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RUS
1185,643,Russian Federation,2019,Percentage of individuals using the internet,82.6,Users in the last 3 months.;Population aged 15 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RUS
1186,643,Russian Federation,2020,Percentage of individuals using the internet,85.0,Users in the last 3 months.;Population aged 15 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RUS
1187,643,Russian Federation,2021,Percentage of individuals using the internet,88.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RUS
1188,646,Rwanda,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RWA
1189,646,Rwanda,2005,Percentage of individuals using the internet,0.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RWA
1190,646,Rwanda,2010,Percentage of individuals using the internet,8.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RWA
1191,646,Rwanda,2015,Percentage of individuals using the internet,12.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RWA
1192,646,Rwanda,2019,Percentage of individuals using the internet,21.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RWA
1193,646,Rwanda,2020,Percentage of individuals using the internet,23.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RWA
1194,646,Rwanda,2021,Percentage of individuals using the internet,30.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",RWA
1195,654,Saint Helena,2000,Percentage of individuals using the internet,5.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SHN
1196,654,Saint Helena,2005,Percentage of individuals using the internet,15.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SHN
1197,654,Saint Helena,2010,Percentage of individuals using the internet,24.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SHN
1198,659,Saint Kitts and Nevis,2000,Percentage of individuals using the internet,5.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KNA
1199,659,Saint Kitts and Nevis,2005,Percentage of individuals using the internet,34.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KNA
1200,659,Saint Kitts and Nevis,2010,Percentage of individuals using the internet,63.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KNA
1201,659,Saint Kitts and Nevis,2015,Percentage of individuals using the internet,75.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KNA
1202,659,Saint Kitts and Nevis,2019,Percentage of individuals using the internet,79.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KNA
1203,659,Saint Kitts and Nevis,2020,Percentage of individuals using the internet,80.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KNA
1204,659,Saint Kitts and Nevis,2021,Percentage of individuals using the internet,79.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",KNA
1205,662,Saint Lucia,2000,Percentage of individuals using the internet,5.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LCA
1206,662,Saint Lucia,2005,Percentage of individuals using the internet,21.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LCA
1207,662,Saint Lucia,2010,Percentage of individuals using the internet,32.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LCA
1208,662,Saint Lucia,2015,Percentage of individuals using the internet,57.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LCA
1209,662,Saint Lucia,2019,Percentage of individuals using the internet,77.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LCA
1210,662,Saint Lucia,2020,Percentage of individuals using the internet,77.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LCA
1211,662,Saint Lucia,2021,Percentage of individuals using the internet,78.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LCA
1212,670,Saint Vincent & Grenadines,2000,Percentage of individuals using the internet,3.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VCT
1213,670,Saint Vincent & Grenadines,2005,Percentage of individuals using the internet,9.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VCT
1214,670,Saint Vincent & Grenadines,2010,Percentage of individuals using the internet,33.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VCT
1215,670,Saint Vincent & Grenadines,2015,Percentage of individuals using the internet,49.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VCT
1216,670,Saint Vincent & Grenadines,2019,Percentage of individuals using the internet,74.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VCT
1217,670,Saint Vincent & Grenadines,2020,Percentage of individuals using the internet,80.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VCT
1218,670,Saint Vincent & Grenadines,2021,Percentage of individuals using the internet,84.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",VCT
1219,882,Samoa,2000,Percentage of individuals using the internet,0.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",WSM
1220,882,Samoa,2005,Percentage of individuals using the internet,3.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",WSM
1221,882,Samoa,2010,Percentage of individuals using the internet,7.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",WSM
1222,882,Samoa,2015,Percentage of individuals using the internet,25.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",WSM
1223,882,Samoa,2019,Percentage of individuals using the internet,61.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",WSM
1224,882,Samoa,2020,Percentage of individuals using the internet,69.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",WSM
1225,882,Samoa,2021,Percentage of individuals using the internet,78.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",WSM
1226,674,San Marino,2000,Percentage of individuals using the internet,48.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SMR
1227,674,San Marino,2005,Percentage of individuals using the internet,50.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SMR
1228,674,San Marino,2019,Percentage of individuals using the internet,67.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SMR
1229,674,San Marino,2020,Percentage of individuals using the internet,70.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SMR
1230,674,San Marino,2021,Percentage of individuals using the internet,74.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SMR
1231,678,Sao Tome and Principe,2000,Percentage of individuals using the internet,4.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",STP
1232,678,Sao Tome and Principe,2005,Percentage of individuals using the internet,13.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",STP
1233,678,Sao Tome and Principe,2010,Percentage of individuals using the internet,18.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",STP
1234,678,Sao Tome and Principe,2015,Percentage of individuals using the internet,25.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",STP
1235,678,Sao Tome and Principe,2019,Percentage of individuals using the internet,30.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",STP
1236,678,Sao Tome and Principe,2020,Percentage of individuals using the internet,40.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",STP
1237,678,Sao Tome and Principe,2021,Percentage of individuals using the internet,51.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",STP
1238,682,Saudi Arabia,2000,Percentage of individuals using the internet,2.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SAU
1239,682,Saudi Arabia,2005,Percentage of individuals using the internet,12.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SAU
1240,682,Saudi Arabia,2010,Percentage of individuals using the internet,41.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SAU
1241,682,Saudi Arabia,2015,Percentage of individuals using the internet,69.6,"This number is reflecting the whole population, based on the age range 12-65 years for the study it is 70% of the population.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SAU
1242,682,Saudi Arabia,2019,Percentage of individuals using the internet,95.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SAU
1243,682,Saudi Arabia,2020,Percentage of individuals using the internet,97.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SAU
1244,682,Saudi Arabia,2021,Percentage of individuals using the internet,100.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SAU
1245,686,Senegal,2000,Percentage of individuals using the internet,0.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SEN
1246,686,Senegal,2005,Percentage of individuals using the internet,4.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SEN
1247,686,Senegal,2010,Percentage of individuals using the internet,8.0,Estimate.;Refers to total population. Survey result: 16% for population age 12+.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SEN
1248,686,Senegal,2015,Percentage of individuals using the internet,21.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SEN
1249,686,Senegal,2019,Percentage of individuals using the internet,36.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SEN
1250,686,Senegal,2020,Percentage of individuals using the internet,47.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SEN
1251,686,Senegal,2021,Percentage of individuals using the internet,58.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SEN
1252,688,Serbia,2005,Percentage of individuals using the internet,26.3,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SRB
1253,688,Serbia,2010,Percentage of individuals using the internet,40.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SRB
1254,688,Serbia,2015,Percentage of individuals using the internet,65.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SRB
1255,688,Serbia,2019,Percentage of individuals using the internet,77.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SRB
1256,688,Serbia,2020,Percentage of individuals using the internet,78.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SRB
1257,688,Serbia,2021,Percentage of individuals using the internet,81.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SRB
1258,690,Seychelles,2000,Percentage of individuals using the internet,7.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SYC
1259,690,Seychelles,2005,Percentage of individuals using the internet,25.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SYC
1260,690,Seychelles,2010,Percentage of individuals using the internet,41.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SYC
1261,690,Seychelles,2015,Percentage of individuals using the internet,54.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SYC
1262,690,Seychelles,2019,Percentage of individuals using the internet,74.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SYC
1263,690,Seychelles,2020,Percentage of individuals using the internet,75.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SYC
1264,690,Seychelles,2021,Percentage of individuals using the internet,81.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SYC
1265,694,Sierra Leone,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLE
1266,694,Sierra Leone,2005,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLE
1267,694,Sierra Leone,2010,Percentage of individuals using the internet,0.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLE
1268,694,Sierra Leone,2015,Percentage of individuals using the internet,6.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLE
1269,694,Sierra Leone,2019,Percentage of individuals using the internet,16.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLE
1270,694,Sierra Leone,2020,Percentage of individuals using the internet,18.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLE
1271,702,Singapore,2000,Percentage of individuals using the internet,36.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SGP
1272,702,Singapore,2005,Percentage of individuals using the internet,61.0,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SGP
1273,702,Singapore,2010,Percentage of individuals using the internet,71.0,Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SGP
1274,702,Singapore,2015,Percentage of individuals using the internet,83.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SGP
1275,702,Singapore,2019,Percentage of individuals using the internet,88.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SGP
1276,702,Singapore,2020,Percentage of individuals using the internet,92.0,Break in the time series.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SGP
1277,702,Singapore,2021,Percentage of individuals using the internet,91.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SGP
1278,703,Slovakia,2000,Percentage of individuals using the internet,9.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVK
1279,703,Slovakia,2005,Percentage of individuals using the internet,55.2,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVK
1280,703,Slovakia,2010,Percentage of individuals using the internet,75.7,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVK
1281,703,Slovakia,2015,Percentage of individuals using the internet,77.6,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVK
1282,703,Slovakia,2019,Percentage of individuals using the internet,82.9,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVK
1283,703,Slovakia,2020,Percentage of individuals using the internet,89.9,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVK
1284,703,Slovakia,2021,Percentage of individuals using the internet,88.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVK
1285,705,Slovenia,2000,Percentage of individuals using the internet,15.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVN
1286,705,Slovenia,2005,Percentage of individuals using the internet,46.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVN
1287,705,Slovenia,2010,Percentage of individuals using the internet,70.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVN
1288,705,Slovenia,2015,Percentage of individuals using the internet,73.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVN
1289,705,Slovenia,2019,Percentage of individuals using the internet,83.1,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVN
1290,705,Slovenia,2020,Percentage of individuals using the internet,86.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVN
1291,705,Slovenia,2021,Percentage of individuals using the internet,89.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SVN
1292,90,Solomon Islands,2000,Percentage of individuals using the internet,0.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLB
1293,90,Solomon Islands,2005,Percentage of individuals using the internet,0.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLB
1294,90,Solomon Islands,2010,Percentage of individuals using the internet,5.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLB
1295,90,Solomon Islands,2015,Percentage of individuals using the internet,10.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLB
1296,90,Solomon Islands,2019,Percentage of individuals using the internet,28.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLB
1297,90,Solomon Islands,2020,Percentage of individuals using the internet,35.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLB
1298,90,Solomon Islands,2021,Percentage of individuals using the internet,36.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLB
1299,706,Somalia,2000,Percentage of individuals using the internet,0.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SOM
1300,706,Somalia,2005,Percentage of individuals using the internet,1.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SOM
1301,706,Somalia,2015,Percentage of individuals using the internet,1.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SOM
1302,710,South Africa,2000,Percentage of individuals using the internet,5.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ZAF
1303,710,South Africa,2005,Percentage of individuals using the internet,7.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ZAF
1304,710,South Africa,2010,Percentage of individuals using the internet,24.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ZAF
1305,710,South Africa,2015,Percentage of individuals using the internet,51.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ZAF
1306,710,South Africa,2019,Percentage of individuals using the internet,69.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ZAF
1307,710,South Africa,2020,Percentage of individuals using the internet,70.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ZAF
1308,710,South Africa,2021,Percentage of individuals using the internet,72.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ZAF
1309,728,South Sudan,2015,Percentage of individuals using the internet,3.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SSD
1310,728,South Sudan,2019,Percentage of individuals using the internet,5.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SSD
1311,728,South Sudan,2020,Percentage of individuals using the internet,6.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SSD
1312,724,Spain,2000,Percentage of individuals using the internet,13.6,Population aged 14 years and over.;November.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ESP
1313,724,Spain,2005,Percentage of individuals using the internet,47.9,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ESP
1314,724,Spain,2010,Percentage of individuals using the internet,65.8,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ESP
1315,724,Spain,2015,Percentage of individuals using the internet,78.7,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ESP
1316,724,Spain,2019,Percentage of individuals using the internet,90.7,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ESP
1317,724,Spain,2020,Percentage of individuals using the internet,93.2,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ESP
1318,724,Spain,2021,Percentage of individuals using the internet,93.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ESP
1319,144,Sri Lanka,2000,Percentage of individuals using the internet,0.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LKA
1320,144,Sri Lanka,2005,Percentage of individuals using the internet,1.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LKA
1321,144,Sri Lanka,2015,Percentage of individuals using the internet,15.3,Estimate.;Users in the last 12 months.;Population aged 5 to 69 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LKA
1322,144,Sri Lanka,2019,Percentage of individuals using the internet,50.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LKA
1323,144,Sri Lanka,2020,Percentage of individuals using the internet,59.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LKA
1324,144,Sri Lanka,2021,Percentage of individuals using the internet,66.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",LKA
1325,275,State of Palestine,2000,Percentage of individuals using the internet,1.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PSE
1326,275,State of Palestine,2005,Percentage of individuals using the internet,16.0,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PSE
1327,275,State of Palestine,2010,Percentage of individuals using the internet,37.4,Estimate.;Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PSE
1328,275,State of Palestine,2015,Percentage of individuals using the internet,56.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PSE
1329,275,State of Palestine,2019,Percentage of individuals using the internet,70.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PSE
1330,729,Sudan,2000,Percentage of individuals using the internet,0.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SDN
1331,729,Sudan,2005,Percentage of individuals using the internet,1.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SDN
1332,729,Sudan,2019,Percentage of individuals using the internet,25.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SDN
1333,729,Sudan,2020,Percentage of individuals using the internet,28.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SDN
1334,740,Suriname,2000,Percentage of individuals using the internet,2.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SUR
1335,740,Suriname,2005,Percentage of individuals using the internet,6.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SUR
1336,740,Suriname,2010,Percentage of individuals using the internet,31.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SUR
1337,740,Suriname,2015,Percentage of individuals using the internet,42.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SUR
1338,740,Suriname,2019,Percentage of individuals using the internet,56.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SUR
1339,740,Suriname,2020,Percentage of individuals using the internet,62.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SUR
1340,740,Suriname,2021,Percentage of individuals using the internet,65.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SUR
1341,752,Sweden,2000,Percentage of individuals using the internet,45.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWE
1342,752,Sweden,2005,Percentage of individuals using the internet,84.8,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWE
1343,752,Sweden,2010,Percentage of individuals using the internet,90.0,Population aged 16 to 75 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWE
1344,752,Sweden,2015,Percentage of individuals using the internet,90.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWE
1345,752,Sweden,2019,Percentage of individuals using the internet,94.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWE
1346,752,Sweden,2020,Percentage of individuals using the internet,94.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWE
1347,752,Sweden,2021,Percentage of individuals using the internet,88.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWE
1348,756,Switzerland,2000,Percentage of individuals using the internet,47.1,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHE
1349,756,Switzerland,2005,Percentage of individuals using the internet,70.1,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHE
1350,756,Switzerland,2010,Percentage of individuals using the internet,83.9,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHE
1351,756,Switzerland,2015,Percentage of individuals using the internet,87.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHE
1352,756,Switzerland,2019,Percentage of individuals using the internet,93.1,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHE
